prb_id,probe_src,dst_addr,hop,hop_from,hop_to,rtt
1906843,140.85.200.99,192.203.230.10,2,194.149.162.250,10.231.72.182,26.454
1906843,140.85.200.99,192.203.230.10,3,10.231.72.182,10.203.245.195,27.101
1906843,140.85.200.99,192.203.230.10,4,10.203.245.195,10.53.86.10,14.171
1906843,140.85.200.99,192.203.230.10,5,10.53.86.10,193.75.2.49,32.579
1906843,140.85.200.99,192.203.230.10,6,193.75.2.49,193.75.2.49,34.246
1906843,140.85.200.99,192.203.230.10,7,193.75.2.49,10.2.127.249,17.221
1906843,140.85.200.99,192.203.230.10,8,10.2.127.249,10.100.99.1,36.636
1906843,140.85.200.99,192.203.230.10,9,10.100.99.1,62.115.43.72,42.377
1906843,140.85.200.99,192.203.230.10,10,62.115.43.72,49.231.119.167,42.876
1906843,140.85.200.99,192.203.230.10,11,49.231.119.167,192.203.230.10,89.011
561874,160.113.114.241,142.250.191.46,1,160.113.114.241,10.192.252.208,19.106
561874,160.113.114.241,142.250.191.46,2,10.192.252.208,62.115.112.84,18.773
561874,160.113.114.241,142.250.191.46,3,62.115.112.84,10.100.99.1,22.911
561874,160.113.114.241,142.250.191.46,4,10.100.99.1,193.75.2.49,8.129
561874,160.113.114.241,142.250.191.46,5,193.75.2.49,62.115.112.84,56.085
561874,160.113.114.241,142.250.191.46,6,62.115.112.84,62.115.112.84,38.593
561874,160.113.114.241,142.250.191.46,7,62.115.112.84,195.0.240.164,16.189
561874,160.113.114.241,142.250.191.46,8,195.0.240.164,193.75.2.49,30.502
561874,160.113.114.241,142.250.191.46,9,193.75.2.49,192.168.1.1,57.068
561874,160.113.114.241,142.250.191.46,10,192.168.1.1,194.149.162.250,31.565
561874,160.113.114.241,142.250.191.46,11,194.149.162.250,49.228.5.64,45.572
561874,160.113.114.241,142.250.191.46,12,49.228.5.64,192.168.3.1,46.885
561874,160.113.114.241,142.250.191.46,13,192.168.3.1,142.250.191.46,138.748
1414834,132.114.246.233,142.250.191.46,1,132.114.246.233,62.115.112.84,13.991
1414834,132.114.246.233,142.250.191.46,2,62.115.112.84,10.216.166.49,33.093
1414834,132.114.246.233,142.250.191.46,3,10.216.166.49,10.101.111.91,53.992
1414834,132.114.246.233,142.250.191.46,4,10.101.111.91,10.181.224.1,15.467
1414834,132.114.246.233,142.250.191.46,5,10.181.224.1,10.228.113.161,14.224
1414834,132.114.246.233,142.250.191.46,6,10.228.113.161,10.181.224.1,56.398
1414834,132.114.246.233,142.250.191.46,7,10.181.224.1,192.168.1.1,15.243
1414834,132.114.246.233,142.250.191.46,8,192.168.1.1,10.196.221.72,18.616
1414834,132.114.246.233,142.250.191.46,9,10.196.221.72,193.90.113.16,13.777
1414834,132.114.246.233,142.250.191.46,10,193.90.113.16,194.149.162.248,58.783
1414834,132.114.246.233,142.250.191.46,11,194.149.162.248,49.228.5.78,44.632
1414834,132.114.246.233,142.250.191.46,12,49.228.5.78,193.75.2.49,48.449
1414834,132.114.246.233,142.250.191.46,13,193.75.2.49,49.231.119.167,60.576
1414834,132.114.246.233,142.250.191.46,14,49.231.119.167,192.168.1.1,68.373
1414834,132.114.246.233,142.250.191.46,15,192.168.1.1,142.250.191.46,41.826
469343,20.79.65.100,192.203.230.10,1,20.79.65.100,62.115.43.72,43.98
469343,20.79.65.100,192.203.230.10,2,62.115.43.72,10.122.56.114,39.115
469343,20.79.65.100,192.203.230.10,3,10.122.56.114,192.168.1.1,17.865
469343,20.79.65.100,192.203.230.10,4,192.168.1.1,212.27.35.12,35.011
469343,20.79.65.100,192.203.230.10,5,212.27.35.12,194.149.162.248,49.589
469343,20.79.65.100,192.203.230.10,6,194.149.162.248,10.63.53.155,45.14
469343,20.79.65.100,192.203.230.10,7,10.63.53.155,10.122.235.59,52.591
469343,20.79.65.100,192.203.230.10,8,10.122.235.59,49.231.119.167,26.288
469343,20.79.65.100,192.203.230.10,9,49.231.119.167,194.149.162.250,45.138
469343,20.79.65.100,192.203.230.10,10,194.149.162.250,192.168.3.1,64.191
469343,20.79.65.100,192.203.230.10,11,192.168.3.1,192.168.3.1,43.659
469343,20.79.65.100,192.203.230.10,12,192.168.3.1,192.203.230.10,74.68
1445845,89.105.218.249,20.157.222.42,1,89.105.218.249,193.90.113.18,21.887
1445845,89.105.218.249,20.157.222.42,2,193.90.113.18,193.75.2.49,37.073
1445845,89.105.218.249,20.157.222.42,3,193.75.2.49,49.228.5.78,35.019
1445845,89.105.218.249,20.157.222.42,4,49.228.5.78,193.75.2.49,26.129
1445845,89.105.218.249,20.157.222.42,5,193.75.2.49,10.174.249.62,19.202
1445845,89.105.218.249,20.157.222.42,6,10.174.249.62,10.9.161.200,34.078
1445845,89.105.218.249,20.157.222.42,7,10.9.161.200,*,
1445845,89.105.218.249,20.157.222.42,8,195.0.240.164,195.0.240.164,40.814
1445845,89.105.218.249,20.157.222.42,9,195.0.240.164,10.181.224.1,19.407
1445845,89.105.218.249,20.157.222.42,10,10.181.224.1,194.149.162.248,63.042
1445845,89.105.218.249,20.157.222.42,11,194.149.162.248,10.5.121.250,53.14
1445845,89.105.218.249,20.157.222.42,12,10.5.121.250,193.90.113.16,54.273
1445845,89.105.218.249,20.157.222.42,13,193.90.113.16,212.27.35.12,40.658
1445845,89.105.218.249,20.157.222.42,14,212.27.35.12,10.181.224.1,39.413
1445845,89.105.218.249,20.157.222.42,15,10.181.224.1,20.157.222.42,17.941
246392,210.222.17.48,20.157.222.42,1,210.222.17.48,10.16.141.137,22.02
246392,210.222.17.48,20.157.222.42,2,10.16.141.137,193.75.2.49,46.231
246392,210.222.17.48,20.157.222.42,3,193.75.2.49,10.181.224.1,51.457
246392,210.222.17.48,20.157.222.42,4,10.181.224.1,49.231.119.167,21.088
246392,210.222.17.48,20.157.222.42,5,49.231.119.167,10.181.224.1,14.726
246392,210.222.17.48,20.157.222.42,6,10.181.224.1,10.249.99.27,20.289
246392,210.222.17.48,20.157.222.42,7,10.249.99.27,194.149.162.250,12.381
246392,210.222.17.48,20.157.222.42,8,194.149.162.250,192.168.1.1,52.333
246392,210.222.17.48,20.157.222.42,9,192.168.1.1,62.115.112.84,59.692
246392,210.222.17.48,20.157.222.42,10,62.115.112.84,*,
246392,210.222.17.48,20.157.222.42,11,193.75.2.49,193.90.113.16,45.795
246392,210.222.17.48,20.157.222.42,12,193.90.113.16,10.82.0.92,63.569
246392,210.222.17.48,20.157.222.42,13,10.82.0.92,10.207.211.125,26.309
246392,210.222.17.48,20.157.222.42,14,10.207.211.125,20.157.222.42,12.274
1518844,86.29.227.239,142.250.191.46,1,86.29.227.239,212.27.35.12,30.04
1518844,86.29.227.239,142.250.191.46,2,212.27.35.12,194.149.162.248,51.167
1518844,86.29.227.239,142.250.191.46,3,194.149.162.248,10.162.251.125,5.874
1518844,86.29.227.239,142.250.191.46,4,10.162.251.125,10.168.230.113,18.127
1518844,86.29.227.239,142.250.191.46,5,10.168.230.113,*,
1518844,86.29.227.239,142.250.191.46,6,192.168.1.1,10.227.236.72,27.664
1518844,86.29.227.239,142.250.191.46,7,10.227.236.72,193.75.2.49,16.167
1518844,86.29.227.239,142.250.191.46,8,193.75.2.49,*,
1518844,86.29.227.239,142.250.191.46,9,193.90.113.18,*,
1518844,86.29.227.239,142.250.191.46,10,62.115.112.84,142.250.191.46,107.125
477883,10.227.3.180,20.157.222.42,1,10.227.3.180,192.168.3.1,42.744
477883,10.227.3.180,20.157.222.42,2,192.168.3.1,10.109.206.82,47.45
477883,10.227.3.180,20.157.222.42,3,10.109.206.82,10.185.236.209,26.409
477883,10.227.3.180,20.157.222.42,4,10.185.236.209,20.157.222.42,80.694
1821007,23.125.188.111,1.1.1.1,1,23.125.188.111,62.115.43.72,32.57
1821007,23.125.188.111,1.1.1.1,2,62.115.43.72,10.122.69.109,45.225
1821007,23.125.188.111,1.1.1.1,3,10.122.69.109,49.231.119.167,31.524
1821007,23.125.188.111,1.1.1.1,4,49.231.119.167,10.231.47.46,24.074
1821007,23.125.188.111,1.1.1.1,5,10.231.47.46,49.228.5.78,25.497
1821007,23.125.188.111,1.1.1.1,6,49.228.5.78,49.228.5.64,32.357
1821007,23.125.188.111,1.1.1.1,7,49.228.5.64,10.80.198.60,21.51
1821007,23.125.188.111,1.1.1.1,8,10.80.198.60,192.168.2.1,53.293
1821007,23.125.188.111,1.1.1.1,9,192.168.2.1,10.234.239.239,14.704
1821007,23.125.188.111,1.1.1.1,10,10.234.239.239,1.1.1.1,17.018
961748,16.207.84.213,142.250.191.46,1,16.207.84.213,10.160.197.167,29.472
961748,16.207.84.213,142.250.191.46,2,10.160.197.167,10.169.153.116,14.648
961748,16.207.84.213,142.250.191.46,3,10.169.153.116,192.168.3.1,52.708
961748,16.207.84.213,142.250.191.46,4,192.168.3.1,10.87.219.15,9.448
961748,16.207.84.213,142.250.191.46,5,10.87.219.15,10.155.145.113,40.129
961748,16.207.84.213,142.250.191.46,6,10.155.145.113,192.168.3.1,39.872
961748,16.207.84.213,142.250.191.46,7,192.168.3.1,142.250.191.46,59.366
1254219,126.107.184.29,20.157.222.42,1,126.107.184.29,10.186.87.99,49.336
1254219,126.107.184.29,20.157.222.42,2,10.186.87.99,*,
1254219,126.107.184.29,20.157.222.42,3,10.100.99.1,194.149.162.248,12.792
1254219,126.107.184.29,20.157.222.42,4,194.149.162.248,10.100.99.1,11.614
1254219,126.107.184.29,20.157.222.42,5,10.100.99.1,194.149.162.250,28.78
1254219,126.107.184.29,20.157.222.42,6,194.149.162.250,194.149.162.248,13.627
1254219,126.107.184.29,20.157.222.42,7,194.149.162.248,49.228.5.78,57.97
1254219,126.107.184.29,20.157.222.42,8,49.228.5.78,10.18.227.148,14.121
1254219,126.107.184.29,20.157.222.42,9,10.18.227.148,10.239.72.179,51.467
1254219,126.107.184.29,20.157.222.42,10,10.239.72.179,10.65.134.141,51.904
1254219,126.107.184.29,20.157.222.42,11,10.65.134.141,62.115.112.84,37.629
1254219,126.107.184.29,20.157.222.42,12,62.115.112.84,192.168.3.1,39.408
1254219,126.107.184.29,20.157.222.42,13,192.168.3.1,49.228.5.78,58.019
1254219,126.107.184.29,20.157.222.42,14,49.228.5.78,20.157.222.42,45.484
298139,62.142.70.217,20.157.222.42,1,62.142.70.217,194.149.162.248,43.731
298139,62.142.70.217,20.157.222.42,2,194.149.162.248,10.88.67.238,43.432
298139,62.142.70.217,20.157.222.42,3,10.88.67.238,10.221.243.172,36.902
298139,62.142.70.217,20.157.222.42,4,10.221.243.172,10.20.87.65,21.09
298139,62.142.70.217,20.157.222.42,5,10.20.87.65,192.168.3.1,10.479
298139,62.142.70.217,20.157.222.42,6,192.168.3.1,49.228.5.64,37.572
298139,62.142.70.217,20.157.222.42,7,49.228.5.64,62.115.43.72,23.611
298139,62.142.70.217,20.157.222.42,8,62.115.43.72,10.255.116.83,43.236
298139,62.142.70.217,20.157.222.42,9,10.255.116.83,20.157.222.42,85.764
146973,17.232.13.23,1.1.1.1,1,17.232.13.23,10.181.224.1,50.211
146973,17.232.13.23,1.1.1.1,2,10.181.224.1,62.115.43.72,19.573
146973,17.232.13.23,1.1.1.1,3,62.115.43.72,10.180.219.155,23.546
146973,17.232.13.23,1.1.1.1,4,10.180.219.155,193.90.113.18,7.428
146973,17.232.13.23,1.1.1.1,5,193.90.113.18,192.168.2.1,21.422
146973,17.232.13.23,1.1.1.1,6,192.168.2.1,195.0.240.164,12.387
146973,17.232.13.23,1.1.1.1,7,195.0.240.164,49.228.5.64,42.616
146973,17.232.13.23,1.1.1.1,8,49.228.5.64,*,
146973,17.232.13.23,1.1.1.1,9,193.75.2.49,192.168.1.1,41.678
146973,17.232.13.23,1.1.1.1,10,192.168.1.1,10.62.118.200,22.835
146973,17.232.13.23,1.1.1.1,11,10.62.118.200,10.153.200.232,19.437
146973,17.232.13.23,1.1.1.1,12,10.153.200.232,10.86.27.205,54.214
146973,17.232.13.23,1.1.1.1,13,10.86.27.205,10.38.21.29,67.388
146973,17.232.13.23,1.1.1.1,14,10.38.21.29,1.1.1.1,21.907
1270026,154.179.231.115,192.203.230.10,1,154.179.231.115,10.181.224.1,47.351
1270026,154.179.231.115,192.203.230.10,2,10.181.224.1,62.115.112.84,24.802
1270026,154.179.231.115,192.203.230.10,3,62.115.112.84,192.168.1.1,34.69
1270026,154.179.231.115,192.203.230.10,4,192.168.1.1,10.125.82.136,20.489
1270026,154.179.231.115,192.203.230.10,5,10.125.82.136,10.49.214.226,18.919
1270026,154.179.231.115,192.203.230.10,6,10.49.214.226,49.228.5.64,58.457
1270026,154.179.231.115,192.203.230.10,7,49.228.5.64,49.228.5.78,11.129
1270026,154.179.231.115,192.203.230.10,8,49.228.5.78,192.168.2.1,18.172
1270026,154.179.231.115,192.203.230.10,9,192.168.2.1,10.5.22.131,18.961
1270026,154.179.231.115,192.203.230.10,10,10.5.22.131,192.168.1.1,58.695
1270026,154.179.231.115,192.203.230.10,11,192.168.1.1,192.203.230.10,125.06
1200321,182.90.198.190,1.1.1.1,1,182.90.198.190,194.149.162.248,47.078
1200321,182.90.198.190,1.1.1.1,2,194.149.162.248,193.90.113.18,12.98
1200321,182.90.198.190,1.1.1.1,3,193.90.113.18,49.228.5.64,13.264
1200321,182.90.198.190,1.1.1.1,4,49.228.5.64,62.115.112.84,9.527
1200321,182.90.198.190,1.1.1.1,5,62.115.112.84,49.228.5.64,7.646
1200321,182.90.198.190,1.1.1.1,6,49.228.5.64,1.1.1.1,103.92
1334152,189.134.118.9,142.250.191.46,1,189.134.118.9,62.115.112.84,21.887
1334152,189.134.118.9,142.250.191.46,2,62.115.112.84,10.158.8.91,51.549
1334152,189.134.118.9,142.250.191.46,3,10.158.8.91,193.75.2.49,19.825
1334152,189.134.118.9,142.250.191.46,4,193.75.2.49,192.168.1.1,33.459
1334152,189.134.118.9,142.250.191.46,5,192.168.1.1,194.149.162.250,21.307
1334152,189.134.118.9,142.250.191.46,6,194.149.162.250,10.233.233.77,48.763
1334152,189.134.118.9,142.250.191.46,7,10.233.233.77,10.0.234.149,39.791
1334152,189.134.118.9,142.250.191.46,8,10.0.234.149,*,
1334152,189.134.118.9,142.250.191.46,9,194.149.162.248,10.144.232.97,32.603
1334152,189.134.118.9,142.250.191.46,10,10.144.232.97,10.128.253.155,57.626
1334152,189.134.118.9,142.250.191.46,11,10.128.253.155,10.213.169.64,37.031
1334152,189.134.118.9,142.250.191.46,12,10.213.169.64,193.90.113.16,55.18
1334152,189.134.118.9,142.250.191.46,13,193.90.113.16,49.231.119.167,68.77
1334152,189.134.118.9,142.250.191.46,14,49.231.119.167,142.250.191.46,87.632
1378036,48.204.113.219,192.203.230.10,1,48.204.113.219,10.236.3.75,41.881
1378036,48.204.113.219,192.203.230.10,2,10.236.3.75,192.168.2.1,6.69
1378036,48.204.113.219,192.203.230.10,3,192.168.2.1,10.152.184.1,9.468
1378036,48.204.113.219,192.203.230.10,4,10.152.184.1,49.228.5.64,33.152
1378036,48.204.113.219,192.203.230.10,5,49.228.5.64,*,
1378036,48.204.113.219,192.203.230.10,6,193.75.2.49,212.27.35.12,14.594
1378036,48.204.113.219,192.203.230.10,7,212.27.35.12,49.228.5.78,32.555
1378036,48.204.113.219,192.203.230.10,8,49.228.5.78,192.168.2.1,37.948
1378036,48.204.113.219,192.203.230.10,9,192.168.2.1,192.203.230.10,138.795
1334620,212.201.140.252,142.250.191.46,1,212.201.140.252,194.149.162.248,37.46
1334620,212.201.140.252,142.250.191.46,2,194.149.162.248,193.75.2.49,25.462
1334620,212.201.140.252,142.250.191.46,3,193.75.2.49,49.231.119.167,50.757
1334620,212.201.140.252,142.250.191.46,4,49.231.119.167,10.121.220.46,47.739
1334620,212.201.140.252,142.250.191.46,5,10.121.220.46,10.104.214.232,49.279
1334620,212.201.140.252,142.250.191.46,6,10.104.214.232,10.181.224.1,48.061
1334620,212.201.140.252,142.250.191.46,7,10.181.224.1,192.168.3.1,13.806
1334620,212.201.140.252,142.250.191.46,8,192.168.3.1,49.228.5.64,24.219
1334620,212.201.140.252,142.250.191.46,9,49.228.5.64,10.210.218.124,33.727
1334620,212.201.140.252,142.250.191.46,10,10.210.218.124,192.168.2.1,27.456
1334620,212.201.140.252,142.250.191.46,11,192.168.2.1,142.250.191.46,31.464
189657,217.3.120.148,192.203.230.10,1,217.3.120.148,192.168.1.1,4.828
189657,217.3.120.148,192.203.230.10,2,192.168.1.1,10.181.224.1,23.62
189657,217.3.120.148,192.203.230.10,3,10.181.224.1,49.228.5.78,29.244
189657,217.3.120.148,192.203.230.10,4,49.228.5.78,10.122.249.252,16.246
189657,217.3.120.148,192.203.230.10,5,10.122.249.252,10.104.65.15,53.665
189657,217.3.120.148,192.203.230.10,6,10.104.65.15,10.254.146.209,57.193
189657,217.3.120.148,192.203.230.10,7,10.254.146.209,212.27.35.12,17.687
189657,217.3.120.148,192.203.230.10,8,212.27.35.12,192.203.230.10,19.522
944794,210.1.34.69,192.203.230.10,1,210.1.34.69,10.146.161.83,51.169
944794,210.1.34.69,192.203.230.10,2,10.146.161.83,194.149.162.248,37.419
944794,210.1.34.69,192.203.230.10,3,194.149.162.248,10.181.224.1,13.542
944794,210.1.34.69,192.203.230.10,4,10.181.224.1,192.203.230.10,132.236
614467,207.253.204.192,1.1.1.1,1,207.253.204.192,192.168.2.1,19.775
614467,207.253.204.192,1.1.1.1,2,192.168.2.1,193.75.2.49,17.183
614467,207.253.204.192,1.1.1.1,3,193.75.2.49,192.168.2.1,53.047
614467,207.253.204.192,1.1.1.1,4,192.168.2.1,62.115.112.84,46.263
614467,207.253.204.192,1.1.1.1,5,62.115.112.84,192.168.3.1,33.229
614467,207.253.204.192,1.1.1.1,6,192.168.3.1,193.90.113.18,35.054
614467,207.253.204.192,1.1.1.1,7,193.90.113.18,195.0.240.164,28.78
614467,207.253.204.192,1.1.1.1,8,195.0.240.164,10.34.21.123,20.652
614467,207.253.204.192,1.1.1.1,9,10.34.21.123,49.228.5.78,61.5
614467,207.253.204.192,1.1.1.1,10,49.228.5.78,10.218.33.59,36.993
614467,207.253.204.192,1.1.1.1,11,10.218.33.59,10.181.224.1,51.572
614467,207.253.204.192,1.1.1.1,12,10.181.224.1,1.1.1.1,90.221
865015,6.46.113.38,192.203.230.10,1,6.46.113.38,10.133.254.67,9.034
865015,6.46.113.38,192.203.230.10,2,10.133.254.67,192.168.3.1,28.638
865015,6.46.113.38,192.203.230.10,3,192.168.3.1,10.236.64.119,8.586
865015,6.46.113.38,192.203.230.10,4,10.236.64.119,62.115.43.72,44.458
865015,6.46.113.38,192.203.230.10,5,62.115.43.72,10.94.134.237,27.452
865015,6.46.113.38,192.203.230.10,6,10.94.134.237,193.75.2.49,47.403
865015,6.46.113.38,192.203.230.10,7,193.75.2.49,192.168.2.1,34.149
865015,6.46.113.38,192.203.230.10,8,192.168.2.1,193.90.113.16,31.486
865015,6.46.113.38,192.203.230.10,9,193.90.113.16,194.149.162.250,61.081
865015,6.46.113.38,192.203.230.10,10,194.149.162.250,10.36.208.136,39.45
865015,6.46.113.38,192.203.230.10,11,10.36.208.136,212.27.35.12,26.038
865015,6.46.113.38,192.203.230.10,12,212.27.35.12,212.27.35.12,22.155
865015,6.46.113.38,192.203.230.10,13,212.27.35.12,10.100.99.1,68.273
865015,6.46.113.38,192.203.230.10,14,10.100.99.1,192.203.230.10,72.07
1449708,166.32.95.26,142.250.191.46,1,166.32.95.26,10.128.143.1,5.424
1449708,166.32.95.26,142.250.191.46,2,10.128.143.1,10.109.51.68,25.881
1449708,166.32.95.26,142.250.191.46,3,10.109.51.68,10.100.99.1,50.135
1449708,166.32.95.26,142.250.191.46,4,10.100.99.1,212.27.35.12,24.366
1449708,166.32.95.26,142.250.191.46,5,212.27.35.12,193.90.113.16,33.459
1449708,166.32.95.26,142.250.191.46,6,193.90.113.16,10.205.13.178,32.858
1449708,166.32.95.26,142.250.191.46,7,10.205.13.178,49.231.119.167,49.854
1449708,166.32.95.26,142.250.191.46,8,49.231.119.167,10.98.129.93,34.944
1449708,166.32.95.26,142.250.191.46,9,10.98.129.93,10.195.45.205,45.558
1449708,166.32.95.26,142.250.191.46,10,10.195.45.205,10.113.142.232,35.667
1449708,166.32.95.26,142.250.191.46,11,10.113.142.232,193.75.2.49,40.542
1449708,166.32.95.26,142.250.191.46,12,193.75.2.49,10.74.164.193,45.186
1449708,166.32.95.26,142.250.191.46,13,10.74.164.193,193.75.2.49,29.201
1449708,166.32.95.26,142.250.191.46,14,193.75.2.49,195.0.240.164,51.66
1449708,166.32.95.26,142.250.191.46,15,195.0.240.164,142.250.191.46,28.133
559957,84.211.77.122,1.1.1.1,1,84.211.77.122,10.181.224.1,50.907
559957,84.211.77.122,1.1.1.1,2,10.181.224.1,192.168.1.1,5.736
559957,84.211.77.122,1.1.1.1,3,192.168.1.1,1.1.1.1,101.83
1470987,169.186.66.66,8.8.8.8,1,169.186.66.66,194.149.162.250,41.098
1470987,169.186.66.66,8.8.8.8,2,194.149.162.250,*,
1470987,169.186.66.66,8.8.8.8,3,62.115.43.72,195.0.240.164,24.393
1470987,169.186.66.66,8.8.8.8,4,195.0.240.164,62.115.112.84,55.97
1470987,169.186.66.66,8.8.8.8,5,62.115.112.84,10.221.84.227,15.474
1470987,169.186.66.66,8.8.8.8,6,10.221.84.227,195.0.240.164,57.509
1470987,169.186.66.66,8.8.8.8,7,195.0.240.164,192.168.3.1,53.944
1470987,169.186.66.66,8.8.8.8,8,192.168.3.1,8.8.8.8,31.51
853839,123.131.139.86,1.1.1.1,1,123.131.139.86,10.50.248.82,27.054
853839,123.131.139.86,1.1.1.1,2,10.50.248.82,193.90.113.18,25.893
853839,123.131.139.86,1.1.1.1,3,193.90.113.18,193.90.113.18,37.298
853839,123.131.139.86,1.1.1.1,4,193.90.113.18,10.100.99.1,38.461
853839,123.131.139.86,1.1.1.1,5,10.100.99.1,10.163.177.1,33.64
853839,123.131.139.86,1.1.1.1,6,10.163.177.1,193.90.113.18,34.026
853839,123.131.139.86,1.1.1.1,7,193.90.113.18,193.75.2.49,52.835
853839,123.131.139.86,1.1.1.1,8,193.75.2.49,193.75.2.49,37.032
853839,123.131.139.86,1.1.1.1,9,193.75.2.49,49.228.5.64,19.33
853839,123.131.139.86,1.1.1.1,10,49.228.5.64,10.49.93.153,47.457
853839,123.131.139.86,1.1.1.1,11,10.49.93.153,194.149.162.250,48.637
853839,123.131.139.86,1.1.1.1,12,194.149.162.250,194.149.162.248,33.88
853839,123.131.139.86,1.1.1.1,13,194.149.162.248,1.1.1.1,41.451
1842170,12.234.183.42,1.1.1.1,1,12.234.183.42,*,
1842170,12.234.183.42,1.1.1.1,2,10.181.224.1,193.90.113.18,39.072
1842170,12.234.183.42,1.1.1.1,3,193.90.113.18,10.162.27.22,25.378
1842170,12.234.183.42,1.1.1.1,4,10.162.27.22,49.231.119.167,42.018
1842170,12.234.183.42,1.1.1.1,5,49.231.119.167,212.27.35.12,17.773
1842170,12.234.183.42,1.1.1.1,6,212.27.35.12,1.1.1.1,125.588
1515171,201.45.103.130,20.157.222.42,1,201.45.103.130,193.75.2.49,14.345
1515171,201.45.103.130,20.157.222.42,2,193.75.2.49,10.100.99.1,26.19
1515171,201.45.103.130,20.157.222.42,3,10.100.99.1,62.115.43.72,28.295
1515171,201.45.103.130,20.157.222.42,4,62.115.43.72,192.168.2.1,25.849
1515171,201.45.103.130,20.157.222.42,5,192.168.2.1,20.157.222.42,64.766
1020989,21.91.143.207,192.203.230.10,1,21.91.143.207,10.100.99.1,16.217
1020989,21.91.143.207,192.203.230.10,2,10.100.99.1,49.228.5.78,15.569
1020989,21.91.143.207,192.203.230.10,3,49.228.5.78,193.90.113.18,18.311
1020989,21.91.143.207,192.203.230.10,4,193.90.113.18,212.27.35.12,53.551
1020989,21.91.143.207,192.203.230.10,5,212.27.35.12,192.168.3.1,44.126
1020989,21.91.143.207,192.203.230.10,6,192.168.3.1,10.100.99.1,24.271
1020989,21.91.143.207,192.203.230.10,7,10.100.99.1,10.142.75.25,46.209
1020989,21.91.143.207,192.203.230.10,8,10.142.75.25,192.203.230.10,135.207
826341,98.119.11.194,142.250.191.46,1,98.119.11.194,49.228.5.64,30.643
826341,98.119.11.194,142.250.191.46,2,49.228.5.64,192.168.2.1,21.495
826341,98.119.11.194,142.250.191.46,3,192.168.2.1,142.250.191.46,115.074
1093575,24.54.137.161,20.157.222.42,1,24.54.137.161,193.90.113.16,36.608
1093575,24.54.137.161,20.157.222.42,2,193.90.113.16,10.117.53.145,12.109
1093575,24.54.137.161,20.157.222.42,3,10.117.53.145,10.245.47.127,20.019
1093575,24.54.137.161,20.157.222.42,4,10.245.47.127,62.115.43.72,32.967
1093575,24.54.137.161,20.157.222.42,5,62.115.43.72,49.228.5.64,10.283
1093575,24.54.137.161,20.157.222.42,6,49.228.5.64,*,
1093575,24.54.137.161,20.157.222.42,7,193.90.113.18,193.75.2.49,31.99
1093575,24.54.137.161,20.157.222.42,8,193.75.2.49,10.181.224.1,49.005
1093575,24.54.137.161,20.157.222.42,9,10.181.224.1,192.168.1.1,61.744
1093575,24.54.137.161,20.157.222.42,10,192.168.1.1,193.75.2.49,53.52
1093575,24.54.137.161,20.157.222.42,11,193.75.2.49,212.27.35.12,19.982
1093575,24.54.137.161,20.157.222.42,12,212.27.35.12,194.149.162.250,22.462
1093575,24.54.137.161,20.157.222.42,13,194.149.162.250,195.0.240.164,32.455
1093575,24.54.137.161,20.157.222.42,14,195.0.240.164,20.157.222.42,54.007
737985,13.109.107.241,20.157.222.42,1,13.109.107.241,49.231.119.167,6.624
737985,13.109.107.241,20.157.222.42,2,49.231.119.167,195.0.240.164,26.189
737985,13.109.107.241,20.157.222.42,3,195.0.240.164,192.168.2.1,34.163
737985,13.109.107.241,20.157.222.42,4,192.168.2.1,10.152.166.108,44.97
737985,13.109.107.241,20.157.222.42,5,10.152.166.108,49.231.119.167,22.72
737985,13.109.107.241,20.157.222.42,6,49.231.119.167,194.149.162.248,32.987
737985,13.109.107.241,20.157.222.42,7,194.149.162.248,20.157.222.42,119.316
1492037,113.251.79.215,1.1.1.1,1,113.251.79.215,192.168.1.1,47.068
1492037,113.251.79.215,1.1.1.1,2,192.168.1.1,49.231.119.167,10.36
1492037,113.251.79.215,1.1.1.1,3,49.231.119.167,10.195.201.82,29.051
1492037,113.251.79.215,1.1.1.1,4,10.195.201.82,1.1.1.1,131.975
1471199,157.179.160.250,8.8.8.8,1,157.179.160.250,*,
1471199,157.179.160.250,8.8.8.8,2,212.27.35.12,*,
1471199,157.179.160.250,8.8.8.8,3,10.181.224.1,10.181.224.1,38.036
1471199,157.179.160.250,8.8.8.8,4,10.181.224.1,8.8.8.8,71.531
579659,44.213.187.71,192.203.230.10,1,44.213.187.71,10.33.126.87,50.357
579659,44.213.187.71,192.203.230.10,2,10.33.126.87,193.90.113.18,31.969
579659,44.213.187.71,192.203.230.10,3,193.90.113.18,193.90.113.16,24.486
579659,44.213.187.71,192.203.230.10,4,193.90.113.16,62.115.43.72,7.888
579659,44.213.187.71,192.203.230.10,5,62.115.43.72,194.149.162.250,25.491
579659,44.213.187.71,192.203.230.10,6,194.149.162.250,49.231.119.167,15.667
579659,44.213.187.71,192.203.230.10,7,49.231.119.167,193.90.113.16,33.505
579659,44.213.187.71,192.203.230.10,8,193.90.113.16,193.90.113.18,21.901
579659,44.213.187.71,192.203.230.10,9,193.90.113.18,195.0.240.164,14.158
579659,44.213.187.71,192.203.230.10,10,195.0.240.164,10.100.99.1,42.315
579659,44.213.187.71,192.203.230.10,11,10.100.99.1,192.168.2.1,61.971
579659,44.213.187.71,192.203.230.10,12,192.168.2.1,192.168.3.1,29.887
579659,44.213.187.71,192.203.230.10,13,192.168.3.1,62.115.43.72,26.411
